,Log_Mel_Spectrogram,MFCC,Spectral_Centroid,Bandwidth,Spectral_Contrast,Zero_Crossing_Rate,Energy,Gender,mult,id,cluster
0,-31.329069644044605,-34.433218362265805,959.43162978415,747.0195611821193,23.162314707073016,0.032430076008610684,0.08949788,1,2.0729780424306683,0,1
1,-29.601907922068886,-32.197571880818224,1083.2708530949628,809.0463994518883,23.818446985219385,0.037752228255611454,0.09379428,1,2.234034057126298,0,1
2,-28.612330222232043,-31.966869031412433,967.1546612999373,759.2777931306344,24.256840785603373,0.03186772113244969,0.12255673,1,2.9728391136143695,0,1
3,-30.236470377910845,-33.34430000806491,1036.1698437248604,772.8203843561845,23.655880020937715,0.0359566986745356,0.09174325,1,2.1702673897541915,0,1
4,-31.078236120840618,-33.47165718934731,1004.9574738504056,732.7023437096667,22.90536766790599,0.036042110100619196,0.08125609,1,1.8612006532335583,0,1
5,-29.11625068114534,-32.240628143279764,1107.0635083353377,843.4404605362987,22.269526609922075,0.03970519497863248,0.08440152,1,1.8795818533896436,0,1
6,-29.727754135499417,-32.152840855703424,1043.838226885859,801.898678668956,24.182528420254044,0.03568119013641641,0.10225817,1,2.472861057754453,0,1
7,-30.555500030517578,-16.939998626708984,1735.2667900212434,2264.6900418230025,23.685460126754055,0.04396874395317337,0.11555013,1,2.7368580111024747,1,0
8,-30.818607330322266,-19.23348617553711,1938.1304260532188,2643.1470396927207,24.177649437728835,0.039152068619388546,0.10149218,1,2.4538423830510236,1,0
9,-33.2864875793457,-21.394290924072266,1902.8637280460273,2612.4121369281775,23.755614463718313,0.04241036335381192,0.08014993,1,1.9040109241698475,1,0
10,-35.20174595040232,-38.52156188713135,1155.2695913533735,743.665627996239,23.27859862247522,0.04205360058291409,0.07211394,1,1.6787114324449028,1,1
11,-28.727554321289062,-9.060782432556152,2178.925296544192,2872.3930980397777,23.50471615453689,0.049179331259912765,0.087401845,1,2.0543555477916096,1,0
12,-29.138612747192383,-15.65737533569336,2128.0363056531464,2787.475175030915,23.550043479596287,0.04406885798243958,0.13172223,1,3.102064166931036,1,0
13,-34.484745025634766,-21.350460052490234,2078.8194372862554,2615.6080149490726,23.34791087890254,0.0465031201625387,0.068383835,1,1.5966196911169692,1,0
14,-33.78889474327345,-36.86942966360162,1114.6998949415074,778.1901140983629,22.438953082452326,0.038940240724167956,0.052201197,1,1.1713402002630076,2,1
15,-33.0103357203839,-35.740663701002205,1259.0643152762548,870.010767563836,22.968981637735777,0.04503052891592492,0.059838787,1,1.374435993424309,2,1
16,-30.64193706228616,-34.34989742097358,1186.5036449565744,842.4560626893515,22.65461080221038,0.04226221610148994,0.07608856,1,1.7237567723785383,2,1
17,-34.36243208030541,-36.724546416244976,1233.2910183677843,840.5225996375441,22.3141100934698,0.044509745972813465,0.05372419,1,1.1988074536936082,2,1
18,-35.67557652034338,-37.55643422752425,1133.7960216259253,785.1005902799034,22.435012075587935,0.04081948106133901,0.0501488,1,1.1250889339228545,2,1
19,-33.1306874567432,-35.876561694662314,1297.6784565870757,861.7556869798291,22.555713258599685,0.04804743101384575,0.06279808,1,1.4164555494699287,2,1
20,-27.691409994006854,-31.009305100286536,1288.3190290703656,852.6942764752804,22.479145365297054,0.04835583172013274,0.11332081,1,2.5473550189661585,2,1
21,-29.269540786743164,-13.11417293548584,1776.7716875583058,2622.2529533435572,21.490165037147882,0.036917955144640094,0.077740386,0,1.670653727951468,3,0
22,-29.954341888427734,-12.777694702148438,1964.7488853272162,2708.419167220031,21.768915425070297,0.04318475686388244,0.07423073,0,1.6159224949271185,3,0
23,-28.53444480895996,-8.799823760986328,1917.906876372211,2960.7223153500813,21.064338484529564,0.03577680558243034,0.07108699,0,1.4974003739822916,3,0
24,-30.28847885131836,-12.888002395629883,1919.0957915841313,2781.204539113652,21.022517692029414,0.04007984701276102,0.06817789,0,1.433270821099113,3,0
25,-30.056934356689453,-12.921104431152344,1986.2088498393914,2766.755667772016,21.60908017297272,0.04410794713581916,0.07770376,0,1.6791067595759848,3,0
26,-34.50187683105469,-16.95223617553711,1694.872146270599,2517.338030843232,21.658538358082193,0.03570670018624226,0.04922876,0,1.0662230159147639,3,0
27,-37.120116627503734,-37.94404868087462,1077.1070255368977,819.1811885751982,21.030433036588445,0.0368312209752322,0.040344838,0,0.8484694150453705,4,1
28,-38.081166788910046,-39.25616681437006,1127.7212062071164,800.6644673033127,20.897514671293624,0.04014204751596362,0.0337949,0,0.7062293880499648,4,1
29,-35.8401823140424,-36.19166319925652,1031.5980226614608,780.9036958104901,21.50583587325359,0.036249024949206655,0.036331784,0,0.7813453832592047,4,1
30,-36.787770873184705,-37.681129857105894,1056.6202379927831,781.99287314436,21.357151512781503,0.037593310093363,0.041570663,0,0.8878309578343827,4,1
31,-37.913276755017336,-38.917864597933274,1064.5025717697727,797.9381418629739,21.134553683625228,0.036503747520801086,0.025902476,0,0.5474372729786596,4,1
32,-35.952405084841445,-38.558711217590336,1247.3945110732557,886.7166692109892,20.905175667163466,0.04577386134530792,0.04735318,0,0.9899265099804709,4,1
33,-33.72664964082187,-35.76973257484547,1184.1160793332674,863.7555173500715,21.365986378634737,0.04144797310371517,0.046229407,0,0.9877368843411736,4,1
34,-31.17856050402893,-36.49526636842912,1194.1835908888263,836.289276649502,21.970725001711806,0.03964186157604489,0.060157515,0,1.321704221237052,5,1
35,-32.255710945356874,-36.92254908400316,1255.794623194484,888.159450294392,21.714354992942773,0.041793587038022446,0.054063898,0,1.17396266435223,5,1
