,Log_Mel_Spectrogram,MFCC,Spectral_Centroid,Bandwidth,Spectral_Contrast,Zero_Crossing_Rate,Energy,Gender,mult,id
22,-26.07793426513672,-6.591179847717285,2067.2239551889184,2568.083165444886,21.801953276952272,0.049665120101634534,0.095876426,0,1.0827966279500592,3
23,-27.248037338256836,-8.866537094116211,1988.7092424955852,2614.1816319206205,21.80902939098208,0.043954004813273995,0.0979675,0,0.9585941828240603,3
24,-24.608217239379883,-5.898781776428223,2034.7638399496814,2633.1277585541175,22.368437888618573,0.0452484036377709,0.09001945,0,1.012136106330621,3
25,-24.429086685180664,-6.043766498565674,1901.9828483275326,2621.239653296659,22.109218179096896,0.038879583494582044,0.08227602,0,0.8595971941941289,3
26,-22.975818634033203,-0.40514108538627625,1489.009786067022,2319.0880249230136,22.00003672674442,0.023488996944765205,0.12326198,0,0.516758795459222,3
27,-25.37672996520996,-6.25377082824707,1819.6149719385128,2482.4841385125005,22.091570683276053,0.04133383925116099,0.12128113,0,0.9131294314281931,3
28,-38.79304034888893,-40.52005993736265,1181.1365455158898,814.99651050467,22.5320513224562,0.0405657033064048,0.038196694,0,0.9140285088314442,4
29,-35.64769810636445,-37.48838552271564,1154.447492945268,807.8595910907625,23.451671181624555,0.03924503857875387,0.04725504,0,0.9203617402591059,4
30,-37.4834577078627,-39.166312201754316,1187.1156144934157,825.0220305200123,23.01105294441942,0.03965792345926858,0.03748792,0,0.9125705763869622,4
31,-34.50488827048115,-37.47544135755016,1203.1940248108308,840.9775614361691,23.610232905289458,0.0416203076625387,0.055629823,0,0.9826651575023422,4
32,-35.79255091776288,-37.657809238215435,1075.8033635307986,764.7199519354182,23.28843336451285,0.035462370597910214,0.048595205,0,0.8258630546170918,4
33,-35.86583646661061,-37.21404334952239,1218.8761971673894,829.3111825810558,23.902085632625727,0.04295703427341331,0.03718112,0,1.0267627117267633,4
34,-37.866609887773926,-40.49712284999421,1122.341799134197,797.4404884277108,23.21903861061521,0.037906765305155424,0.046446916,0,0.8801586472239329,4
35,-35.365397632541665,-39.10074154896409,1300.3483947071347,935.0097092147843,22.274501447331307,0.04414183436532508,0.03831228,0,0.9832373534582923,5
36,-35.51988611362122,-39.345023591292424,1399.2897435329603,1004.2729863086856,21.958090562806262,0.046671864418053405,0.028938808,0,1.0248250256266318,5
37,-23.244800567626953,-1.1757230758666992,1974.5415262635152,2429.7839847422324,21.220485064888354,0.040015412146821396,0.099272616,0,0.8491464558269755,5
38,-32.09327658593341,-35.429005744360694,1108.0233770881327,876.4501205815455,22.105775131019914,0.035270761779218264,0.05784159,0,0.7796875285911709,5
39,-24.227088928222656,-1.2957853078842163,1890.8384505074778,2505.996736710913,20.61992733979532,0.034584069030572755,0.08857538,0,0.7131209905248758,5
40,-32.93042605063864,-38.34753558867012,1339.462856228078,943.0423867413093,21.8273934716091,0.04367736249516254,0.043689758,0,0.953362976984015,5
