,Log_Mel_Spectrogram,MFCC,Spectral_Centroid,Bandwidth,Spectral_Contrast,Zero_Crossing_Rate,Energy,Gender,STID
20,-33.98024778291222,-40.08420447976111,1353.4987215502588,915.9675743888088,22.37924075730795,0.04812354196575062,0.04466639831662178,0,0
21,-31.593263626098633,-10.280990600585938,1308.3654714715447,1406.2512741926867,23.292939924879274,0.036949512021091334,0.10766101628541946,0,0
22,-27.431459426879883,-5.836191177368164,2423.545640144594,3534.586477628699,20.39872033497948,0.042633381477591034,0.12196691334247589,0,0
23,-22.62445068359375,-1.216714859008789,1748.639209697756,2354.545085501347,22.68005755358696,0.03300772347880583,0.1422780454158783,0,0
24,-30.212419142335595,-35.90053047139927,1263.4162807273087,888.3723558881633,21.467799457335776,0.0447509765625,0.07738763839006424,0,0
25,-39.21677030780308,-41.33674898199352,993.7251415089477,776.3727627218592,21.759688641678636,0.03373600159636223,0.0346585251390934,0,0
26,-28.69192886352539,-4.802474021911621,1787.91362161929,2957.098690873344,20.451303134884437,0.02595529536447505,0.07780935615301132,0,0
27,-34.718277766636064,-35.9673309163752,1165.2335168907089,748.0355625227165,22.841941406660435,0.045871604706849846,0.05879732966423035,0,0
28,-40.973337982597585,-44.06075858326985,1307.97299943246,974.4259373413058,21.458158511290314,0.04468856018253058,0.018339455127716064,0,0
29,-30.658736362345003,-36.50526097193175,1347.2952928416723,923.4164152331595,22.497246278449527,0.04618330268310754,0.05356913432478905,0,0
30,-24.439842224121094,-0.5090340375900269,1596.2290166528785,2302.305320995889,22.24422682697861,0.03405214572063369,0.13929982483386993,0,0
31,-26.142637252807617,-5.590310096740723,1893.583831742412,2659.994351673,22.048172632054975,0.04389670870022971,0.12166353315114975,0,0
32,-37.99477411723795,-43.76285993587304,1124.6004244925612,805.4474774950706,22.930096947919726,0.03826549899193549,0.033666204661130905,0,0
33,-27.885421752929688,-5.372658729553223,1257.9546819920288,1325.506660256816,20.80001774628521,0.0367175754402921,0.10983715206384659,0,0
34,-33.999969482421875,-21.184814453125,1546.3829171128473,1620.67668818993,22.095864019212602,0.04659237619173729,0.09549977630376816,0,0
35,-32.79392685374429,-38.148465320216935,1151.9436056757424,712.6971251913566,21.95990680032242,0.041383482357899806,0.06189125031232834,0,0
36,-28.413632304039,-33.783400961878954,1232.977637835484,899.4299777589121,22.9803509717724,0.040598515486969966,0.09608900547027588,0,0
37,-32.58236601495838,-36.58395203652632,1223.0431357710456,864.2442942166074,22.49937149282343,0.04490143704813546,0.06619759649038315,0,0
38,-30.901484440910924,-35.448101739468235,1193.2179713438788,905.3491640530475,22.138807843808475,0.03855649466192171,0.0688151866197586,0,0
39,-16.28420066833496,2.4648311138153076,1572.9564453159946,1655.114415971697,20.0949972122335,0.045378410410216716,0.20174051821231842,0,0
40,-33.84160376804836,-39.103267076905034,1154.0037647853585,860.6461271673347,23.160384319025443,0.03709056601502311,0.05948154628276825,0,0
41,-27.78925895690918,-13.996692657470703,1367.562366760741,1280.5998684501944,22.981070726617435,0.04672987502351392,0.08259020745754242,0,0
42,-27.94853006350361,-31.861134457547827,1277.4524725151969,930.1726197198042,23.183210937420494,0.04314385498248145,0.08392854779958725,0,0
43,-26.85985565185547,-2.5098133087158203,1695.1079896403658,2350.1348047595307,21.846020780730427,0.0374781439909891,0.125754714012146,0,0
44,-33.4095602232123,-39.560877717658705,1359.1561009702864,888.8402168269982,23.046193504912623,0.04598725026606037,0.058650605380535126,0,0
45,-37.378228044543114,-40.112204885203305,1118.3512173244862,726.2356402634664,22.123863263430014,0.03997275270061729,0.0480998270213604,0,0
46,-33.62221887149094,-37.709306293930915,1187.995310057728,838.6165357983568,21.829072107681416,0.04329781800083822,0.06268832087516785,0,0
47,-33.87927368665708,-36.35890378730156,1045.7531123747058,800.2195969503597,22.075799105333186,0.035488557310070674,0.0892670527100563,0,0
48,-29.666736602783203,-13.191971778869629,1604.6276800603566,1788.9840745917584,21.935504524957533,0.04690854008586262,0.07716916501522064,0,0
49,-32.654458905830644,-35.90875324627758,1267.6568196800984,879.8354979749456,21.178939924832527,0.04669343260218193,0.05342017486691475,0,0
50,-32.911210283994905,-36.9406228684293,1281.6249798521058,909.2879736083946,21.85930253946317,0.04446137935895211,0.04705564305186272,0,0
51,-24.151918411254883,-6.220961093902588,1808.4930371783892,2267.32906366205,23.384830598316196,0.04139023230820106,0.12324433028697968,0,0
52,-30.109996347646252,-35.3160385697384,1043.210720156643,830.1112046367161,22.386723824567756,0.0335579981375774,0.07118146866559982,0,0
53,-30.471462617788365,-35.73200485467912,1267.3601997147782,928.5000763140525,22.353464062474924,0.04269738094540768,0.05673526972532272,0,0
54,-35.79925983475096,-39.440995825046386,1378.524722076738,872.6947211021464,23.218394146184135,0.04969247129839374,0.04609442129731178,0,0
55,-36.25373527770159,-38.10357248020833,1214.4173628021852,786.5018122144717,22.616356633467028,0.04710288977844427,0.05454414710402489,0,0
56,-32.00089609999402,-35.01093681594421,1032.8572485889908,739.1291599486905,22.63088133012828,0.03518759084302325,0.09276425838470459,0,0
57,-31.489891691353343,-36.65698093260202,1240.5368382606246,904.9984329364415,22.028587484980125,0.04204131796633127,0.07811315357685089,0,0
58,-25.164161682128906,-2.989260196685791,1492.0702403709608,1988.1868442958748,22.27340834719975,0.03866782036771201,0.09567272663116455,0,0
59,-36.06414657247632,-39.993620324639764,1185.7804886247122,886.0079725134991,22.380544287631242,0.039006689277934395,0.04534417763352394,0,0
60,-25.132715225219727,-5.536307334899902,2071.7053041664067,2988.511018961805,22.24018148344202,0.04301952800020799,0.07004385441541672,0,0
61,-27.75678825378418,-7.52108907699585,2509.8762605512256,3305.6020782809596,22.162560529752373,0.04910190992362722,0.08735715597867966,0,0
62,-32.151414979665425,-34.96668904936469,1027.8625111250824,772.5084158780161,21.84114179087068,0.035411252459787816,0.07746811211109161,0,0
63,-27.117263793945312,-4.6480488777160645,1536.4515645931185,2149.6885662081827,22.06218147762387,0.03176889330979102,0.08723043650388718,0,0
64,-29.336395263671875,-9.851395606994629,1829.1459998129387,2306.1843046917465,21.545318491669523,0.04189790722491568,0.07671144604682922,0,0
65,-24.744592666625977,-2.5248875617980957,1661.3400778459632,2283.46075787717,22.810929443393444,0.03218775619695216,0.10801611095666885,0,0
66,-16.98690414428711,1.4553112983703613,1609.676634529669,1783.5762301561438,20.486316749887738,0.045773721700851394,0.2013578563928604,0,0
67,-30.39186676668027,-34.00151679836121,1324.6807442435615,940.8460098121186,23.916322297777974,0.046887795935080405,0.065338134765625,0,0
68,-38.11198700668814,-38.43778353063913,1194.4791750494587,829.229429588473,21.274631060261957,0.041762854045366324,0.0474279522895813,0,0
69,-36.74852203353564,-39.46220556486935,1326.329703274686,824.6896218792505,23.242073531265067,0.04833091540532304,0.03773723915219307,0,0
70,-24.94622039794922,-9.373417854309082,1899.9786839306885,2235.970342113513,23.92468573949351,0.04398191472662288,0.10568249225616455,0,0
71,-25.299589157104492,-3.500370740890503,1531.2581632418903,2790.089318273423,19.970416126043972,0.026437210871241325,0.09138613194227219,0,0
72,-23.102767944335938,-1.5995525121688843,1616.3225115280743,2125.361659535271,20.983180677472095,0.03840982065112229,0.11418723315000534,0,0
73,-29.617679595947266,-11.873948097229004,1527.871165443806,1456.9280467391907,22.418766364228315,0.049520283803410794,0.09884880483150482,0,0
74,-31.94620132446289,-9.849177360534668,1792.7421907807354,2295.588239171068,20.529085691043193,0.04012280947054437,0.07343459874391556,0,0
75,-31.067516326904297,-11.564899444580078,2324.984773723688,3267.362374580402,22.099671911437454,0.04252374135303793,0.06140140816569328,0,0
76,-31.996499139147506,-36.96593316154074,1267.6730484886768,898.7653031615943,24.13885792676324,0.04299822827979876,0.06839898973703384,0,0
77,-31.671594619750977,-12.374120712280273,1750.6933711806823,2052.3114035497574,22.538450682458205,0.04617957778671738,0.05477513000369072,0,0
78,-31.225120422271985,-36.7912960163203,1302.8381228670132,902.1233184679036,22.741883196599442,0.043914881373937675,0.06152477115392685,0,0
79,-21.714750289916992,-0.3805980384349823,1891.5344868623406,2333.9086131853783,22.60997463761783,0.04404962025928793,0.15998859703540802,0,0
80,-34.206784253571385,-36.90465576827602,1271.436803810475,865.7702747248585,23.09806315876002,0.04339183890044505,0.05062020570039749,0,0
81,-29.617679595947266,-11.873948097229004,1527.871165443806,1456.9280467391907,22.418766364228315,0.049520283803410794,0.09884880483150482,0,0
82,-35.71475988367501,-38.604534205159396,1227.6337829526003,881.3534868093295,23.11788100189192,0.041763163941563465,0.040313202887773514,0,0
83,-34.206784253571385,-36.90465576827602,1271.436803810475,865.7702747248585,23.09806315876002,0.04339183890044505,0.05062020570039749,0,0
84,-26.743202630898587,-32.31653677219261,1339.3204031051264,929.2841960200838,24.057056234997937,0.04407796475909443,0.13311266899108887,0,0
85,-36.02802438112735,-39.571838033282674,1070.1481430335764,810.6442830233866,21.68918150265068,0.03669592322948916,0.04656313359737396,0,0
86,-32.519784100313494,-35.38121547765373,926.2273697610588,701.2445855741535,22.52362475356781,0.03142138974216331,0.07736099511384964,0,0
87,-30.56375503540039,-11.142536163330078,2045.0002344727318,2891.7119594041123,24.010458566311218,0.03998520795036765,0.07147374749183655,0,0
88,-31.996499139147506,-36.96593316154074,1267.6730484886768,898.7653031615943,24.13885792676324,0.04299822827979876,0.06839898973703384,0,0
89,-29.348325729370117,-15.84594440460205,1342.5045541457341,1543.3529648520043,22.185710978036788,0.03343829261581164,0.07387466728687286,0,0
90,-21.214570999145508,-1.7460650205612183,1938.4157142023557,2659.0300066285195,24.134851916199295,0.037121657616582815,0.170385479927063,0,0
91,-31.16911506652832,-6.903439998626709,1329.634154754427,2440.3933963195627,21.89815576847022,0.0228611618372678,0.096200130879879,0,0
92,-35.659013714347566,-39.211494622880544,1352.1054913313048,913.5333133485835,21.68253646338898,0.04560989049196981,0.04613993689417839,0,0
93,-37.666318003748735,-37.88657010348842,1077.5268417863206,640.9884009302546,21.990563129881604,0.04051713973006966,0.038791555911302567,0,0
94,-31.067516326904297,-11.564899444580078,2324.984773723688,3267.362374580402,22.099671911437454,0.04252374135303793,0.06140140816569328,0,0
95,-34.11559295654297,-8.008598327636719,1287.9436515761479,1996.8560160934167,22.831374929616562,0.02720429506095201,0.14175833761692047,0,0
96,-31.671594619750977,-12.374120712280273,1750.6933711806823,2052.3114035497574,22.538450682458205,0.04617957778671738,0.05477513000369072,0,0
97,-40.47714048450275,-41.011093503829,1201.4138054524042,838.4070542268299,20.06374227727605,0.041369182862602535,0.03375770151615143,0,0
98,-31.94620132446289,-9.849177360534668,1792.7421907807354,2295.588239171068,20.529085691043193,0.04012280947054437,0.07343459874391556,0,0
99,-28.580129623413086,-9.353699684143066,2024.1734392411486,2863.0490121436396,22.48843873744208,0.04254070881226053,0.0750352144241333,0,0
100,-32.007728815256414,-36.06342631668084,1285.9388838139603,897.9241298123746,21.130351284485,0.04560671324494003,0.06570121645927429,0,0
101,-26.36249542236328,-4.780871868133545,1503.9614831180356,2106.124330466485,23.44455383412147,0.03147637807178793,0.09413295984268188,0,0
102,-31.02397916051535,-35.85192192646191,1289.4272922076873,896.7177304555464,22.48142739312732,0.04526257588767415,0.05505313351750374,0,0
103,-32.442962646484375,-15.130635261535645,1931.7766301621864,2548.6683130775746,25.260967418420346,0.04315809125870743,0.0700017511844635,0,0
104,-31.22962818982041,-33.98999675052575,1146.7040690569768,831.0783154364381,22.498041371945884,0.040512982536764705,0.06910137087106705,1,0
105,-30.932653041036566,-34.72906422983482,1177.424435921336,833.8104558720887,23.30183688485487,0.041610859495936535,0.07578843086957932,1,0
106,-28.7552458407075,-33.98707483334705,1181.6736512247126,867.8194383921892,22.87443552616443,0.0389177540876548,0.08021284639835358,1,0
107,-29.63940284907382,-34.08077726437426,1403.7804344638096,958.6520678877929,23.837851884146293,0.04770454902767028,0.07203923910856247,1,0
108,-31.203741974270354,-37.81244392191718,1188.4329630176428,902.4595569705634,23.60701845914451,0.03707006339677162,0.07273299992084503,1,0
109,-30.22163963317871,-14.770340919494629,2034.4460293003729,3214.532317697369,22.816845572176632,0.034289475195917185,0.10942550003528595,1,0
110,-34.02397499525652,-34.875527389471266,1180.2805878357105,810.3037934420075,22.987145503779143,0.04160141132933436,0.045016851276159286,1,0
111,-30.372282877596916,-35.18451805281086,1217.8588687420854,856.3521716211131,22.934667032085503,0.04029900124048396,0.08154822140932083,1,0
112,-37.93646673063259,-37.54429413499746,1327.8171763388166,941.1760468544369,22.17664311173282,0.048426577919407895,0.01410337258130312,1,0
113,-31.601890922394904,-33.608433827781944,1035.2304753528585,763.1359860847199,25.873901945918316,0.03390228932856037,0.13043849170207977,1,0
114,-35.80100054275764,-38.17257645549677,1197.339835585847,755.5611915200024,24.19091648073046,0.04021971144543344,0.047640182077884674,1,0
115,-31.078236120840618,-33.47165718934731,1004.9574738504056,732.7023437096667,22.90536766790599,0.036042110100619196,0.08125609159469604,1,0
116,-35.20174595040232,-38.52156188713135,1155.2695913533735,743.665627996239,23.27859862247522,0.04205360058291409,0.07211393862962723,1,0
117,-25.644271850585938,-12.31489372253418,1829.1022165989518,2039.3420823930103,22.874945257677208,0.049926568849167956,0.14442172646522522,1,0
118,-25.343412399291992,-13.2512788772583,1956.6829834549733,2357.3199464031272,24.479780402483485,0.046777569457819725,0.12770384550094604,1,0
119,-34.02005911371728,-35.60923794170901,1130.7397580334643,793.0162108448034,23.969635349779736,0.039869184464493036,0.05065774917602539,1,0
120,-33.69842343960969,-35.96932104656475,1109.0511126807671,840.2561605432436,22.66828531000818,0.036848038711784055,0.07064439356327057,1,0
121,-32.51244622940908,-36.4875727407834,1154.8400330124384,852.5872784967509,23.258236420562362,0.03696273945433436,0.060046371072530746,1,0
122,-32.21079387822768,-34.83175923401121,1069.0159504827932,765.044445733908,22.533079557532883,0.037550951086956524,0.08558389544487,1,0
123,-31.10518279453584,-33.190476897947434,1027.0864429654143,795.2533305173719,23.00972466514394,0.034011699097813465,0.073127880692482,1,0
124,-20.43356704711914,-2.4746265411376953,1960.0588734385128,2867.1548904878264,21.868908717999158,0.038914495025951554,0.12320256978273392,1,0
125,-30.458385541367253,-35.489416659121716,1352.7006943274891,924.7302824952191,23.543144275783543,0.04670710822044335,0.06866106390953064,1,0
126,-28.821936961058874,-32.587698686935816,1143.562137701341,838.7536015011939,23.775572248514813,0.03808758431703204,0.09243308752775192,1,0
127,-34.76597984049433,-35.155420070348775,909.1408472126443,682.851460025954,23.02397178457413,0.03236480316558442,0.08940553665161133,1,0
128,-34.0539042952496,-34.33241145828746,1291.1422676159184,811.5528651427984,23.134456192644826,0.0496026400862069,0.07143095135688782,1,0
129,-35.918881220076756,-37.73943510174768,1000.181052181146,747.3381160081522,22.84451431346295,0.03581667684549149,0.06105166673660278,1,0
130,-34.36243208030541,-36.724546416244976,1233.2910183677843,840.5225996375441,22.3141100934698,0.044509745972813465,0.05372418835759163,1,0
131,-30.970611642396822,-33.46062756848055,1218.600911851745,908.9368431395433,23.6125133889253,0.04139525233407508,0.05294216796755791,1,0
132,-30.104262079824036,-32.90769682343426,1217.5897319794283,832.4532636750087,22.814416603808173,0.04304036710284443,0.08113661408424377,1,0
133,-33.05381148870323,-34.86356339310039,979.5939342932988,745.7769435476569,22.796773135030335,0.03395877824935121,0.07367616891860962,1,0
134,-33.30078397754182,-38.87203731213812,1147.6549036036195,805.0627203723917,22.949846355081654,0.04020815316473448,0.0701233446598053,1,0
135,-31.919006636580093,-35.4499160019052,1263.9080240548521,880.2624950179486,22.775280353237235,0.04182351398937808,0.05271828547120094,1,0
136,-25.95068725169736,-33.0091904661732,1204.3831066017217,840.806347261559,22.050484972181604,0.04005685763888889,0.12645047903060913,1,0
137,-33.381576804516726,-36.063121986942996,1105.3373668070712,725.9019375434667,23.509530401188385,0.04166076177028364,0.07137742638587952,1,0
138,-29.11625068114534,-32.240628143279764,1107.0635083353377,843.4404605362987,22.269526609922075,0.03970519497863248,0.08440151810646057,1,0
139,-33.086005548262904,-36.38186090417674,1235.0856045270696,785.7160547903203,22.08982093248342,0.04539384226884227,0.07539191097021103,1,0
140,-32.78843510786819,-37.63654668302029,1298.559403230106,880.6156876750321,22.80021341900864,0.04759622582991102,0.062385886907577515,1,0
141,-32.84272823093705,-36.725323766940186,1287.1321989355183,787.9725368346612,24.055763123632108,0.04414720856741573,0.05580921098589897,1,0
142,-28.727554321289062,-9.060782432556152,2178.925296544192,2872.3930980397777,23.50471615453689,0.049179331259912765,0.0874018445611,1,0
143,-30.975780678362778,-34.14705797082071,1219.7600863204186,871.9947611760513,22.7831049196033,0.04294549851190476,0.08328022062778473,1,0
144,-32.22147748592778,-34.154568136290244,1280.3007669508925,911.4121255699528,22.716715796520376,0.04542564778447224,0.08680910617113113,1,0
145,-29.324738644176357,-35.40060229009948,1319.983784351682,888.3784306861005,24.064693620869235,0.04591666666666667,0.0833773985505104,1,0
146,-34.46285894916482,-34.79768733366899,1183.2328321805792,872.5173162989764,22.20984208906784,0.03983818161787247,0.05324500799179077,1,0
147,-33.280503748840026,-35.14169334728159,1275.5407362295036,912.0777260852217,22.255920883223407,0.04211737782048722,0.0640735924243927,1,0
148,-35.64433131173579,-38.59224136153541,1167.997072200111,791.982407713676,23.51301098306205,0.042096258625960864,0.05875418707728386,1,0
149,-28.197504002031067,-32.28134072296229,1193.6389383524647,871.7047426854859,24.34537673740303,0.04049409695757114,0.09281167387962341,1,0
150,-27.691409994006854,-31.009305100286536,1288.3190290703656,852.6942764752804,22.479145365297054,0.04835583172013274,0.11332081258296967,1,0
151,-33.41644928986193,-36.37684231228481,1104.0454528284022,790.1869771685499,26.41920985161505,0.03733132102272727,0.0884091854095459,1,0
152,-31.115482339540154,-33.51439432704996,1142.5879620994028,818.4516247745503,23.25916210081552,0.0389731203439435,0.0918496698141098,1,0
153,-23.973308563232422,-3.767781972885132,1886.0912680301178,3133.7495073769023,20.49996619162055,0.029847136222910218,0.11502854526042938,1,0
154,-33.84441725982471,-35.61170606118591,1155.2775764121225,830.5635604596285,23.112397158726306,0.041456098526993036,0.060328688472509384,1,0
155,-34.702634883762364,-37.45714379571198,1226.2541961387817,848.2101128328366,23.16068962400377,0.04140942458397833,0.06179967150092125,1,0
156,-33.0103357203839,-35.740663701002205,1259.0643152762548,870.010767563836,22.968981637735777,0.04503052891592492,0.05983878672122955,1,0
157,-32.47334604556154,-34.733419843822865,1041.4627052848243,756.3248773072868,24.652521132441947,0.03377095981279025,0.11656661331653595,1,0
158,-28.612330222232043,-31.966869031412433,967.1546612999373,759.2777931306344,24.256840785603373,0.03186772113244969,0.12255673110485077,1,0
159,-34.400976289622974,-37.32410058471093,1124.330606241915,781.2525278513133,22.869571504228915,0.039103505043053405,0.05939922481775284,1,0
160,-31.32410350560399,-35.70839326422296,1215.6645781746402,853.4978488701369,23.32398544247844,0.0398335100231303,0.07084237039089203,1,0
161,-33.2864875793457,-21.394290924072266,1902.8637280460273,2612.4121369281775,23.755614463718313,0.04241036335381192,0.08014993369579315,1,0
162,-31.548615636778838,-34.557707958912864,1187.7613719200074,864.0478868771454,22.423358468477282,0.041602734072658666,0.06811872124671936,1,0
163,-33.07580688649345,-34.603814021272285,999.1558516414723,787.1663662331931,23.04624910835182,0.03433606515522876,0.09359985589981079,1,0
164,-30.84293632112506,-35.64752267342011,1083.0607957427196,792.3824188786419,23.097522792625234,0.035975783971071984,0.08159336447715759,1,0
165,-36.47398703041205,-40.07218252986913,1284.139701951679,783.026316913127,23.78825167259142,0.04547969475619195,0.04983028024435043,1,0
166,-30.88284600328556,-34.193018083861,1161.1539682781129,798.1188259668804,22.19717331940773,0.042576462122678016,0.08832526206970215,1,0
167,-32.11854660812708,-35.85530261178296,1240.456253665287,875.6010558958674,22.50658563665118,0.041833441353699555,0.06423906236886978,1,0
168,-30.05269990318992,-34.71265301654587,1211.5214974204873,818.2822925764242,23.081880534299344,0.04166830434887771,0.09741241484880447,1,0
169,-31.702378819910507,-36.58332129915573,1208.352001130828,857.9365086039498,22.329913201161574,0.04120836759868421,0.06152130663394928,1,0
170,-35.79332194630126,-35.86190091034209,1124.8612318707385,803.4134637644634,22.019480569398905,0.04168172074545279,0.0408417284488678,1,0
171,-33.2867506247156,-36.66650533169935,1165.4479417349426,838.5665277900548,23.208197924514877,0.03958139330979102,0.05566290393471718,1,0
172,-29.989284283673744,-33.94100592916473,1181.3578069148582,856.6619385828548,23.38842672089062,0.0400447313999613,0.07386381179094315,1,0
173,-33.1306874567432,-35.876561694662314,1297.6784565870757,861.7556869798291,22.555713258599685,0.04804743101384575,0.06279808282852173,1,0
174,-21.845731735229492,-2.02561092376709,1599.6479630054034,2653.2715506118734,21.550120725054914,0.026445985209462074,0.1367335021495819,1,0
175,-34.38551134280193,-34.801702365204335,1147.2008408297525,831.6616134067408,22.652382733028865,0.04082945535108548,0.05258292704820633,1,0
176,-30.496291568206527,-32.8382784976983,991.2894500204158,785.815165210507,22.57797506974296,0.032279448548194825,0.10791920125484467,1,0
177,-24.993980407714844,-10.2589693069458,1826.0729557775162,2499.802223976863,24.8765497963312,0.04085273860777864,0.12663987278938293,1,0
178,-24.630651473999023,-7.048719882965088,1878.4235177710004,2948.783189017862,21.583035101259313,0.03408104864067337,0.09536334872245789,1,0
179,-29.947915315849592,-34.03406247005385,1329.32662188886,966.3149217619722,24.18883814019659,0.0438445950440209,0.08528554439544678,1,0
180,-35.19566196015622,-34.713637381313184,1124.0021016136318,773.2270990992214,22.82679763927177,0.04247895704334365,0.06009972095489502,1,0
181,-30.70751680317031,-33.87086388466708,1257.7872952902092,851.3159086909502,22.3675411488691,0.046885573762567676,0.06946150213479996,1,0
182,-33.467884709128484,-35.10902427188201,908.8055847123426,690.7819225886234,25.404794122043846,0.030065010944756193,0.09715370088815689,1,0
183,-35.17860555440043,-37.56310345794071,1278.6453661600242,779.6957950161507,25.11696450259552,0.04444341984326625,0.05234919860959053,1,0
184,-29.138612747192383,-15.65737533569336,2128.0363056531464,2787.475175030915,23.550043479596287,0.04406885798243958,0.13172222673892975,1,0
185,-30.236470377910845,-33.34430000806491,1036.1698437248604,772.8203843561845,23.655880020937715,0.0359566986745356,0.09174325317144394,1,0
186,-30.727301979193765,-35.74814187234747,1237.525008991693,885.0418616968705,23.239450088977154,0.04074247383777006,0.07622197270393372,1,0
187,-29.570121504311107,-32.49983990244099,1147.4416556019137,874.7964265678693,23.574124717336275,0.036549655381309436,0.09365161508321762,1,0
188,-25.810894012451172,-11.590665817260742,1759.7988240519321,1871.642130328659,23.125789392060987,0.04978736733490566,0.14849087595939636,1,0
189,-28.620552103583197,-32.81196900597766,1051.0364640849125,782.9131248747676,23.467238036964943,0.03498410440450851,0.1122688576579094,1,0
190,-29.027569554425764,-33.97883809517145,1159.2232286416327,833.4066605784975,22.44000748324834,0.037612673068837095,0.0784662663936615,1,0
191,-35.83222886596842,-39.11901378891143,1230.8658692023644,895.3066187950249,23.920354040778502,0.04159838791602167,0.04587787762284279,1,0
192,-31.103016367757256,-35.1516293102925,1338.0503951601793,932.655895043498,23.470992081037668,0.04543957890121895,0.056276049464941025,1,0
193,-36.47825760835852,-39.17604273661711,1054.8959099245121,771.1619295061372,22.196448566870465,0.035219930642898606,0.04991266876459122,1,0
194,-35.681807669487554,-35.481030905103935,1175.8107270671314,782.2480891328591,22.42422538716984,0.04456737978908669,0.05633450299501419,1,0
195,-25.34821128845215,-18.02341651916504,1661.9898921084389,1575.9372024824154,24.720275239794724,0.04769768447348194,0.11066702753305435,1,0
196,-34.362725293759546,-37.80808057307996,1199.5685652766012,892.8858640442338,23.15969389807977,0.03943494672745743,0.04353402927517891,1,0
197,-30.167949898063398,-34.161872731878574,1143.9510853734362,841.9993973338977,23.293433863320377,0.03579149635196906,0.09454146027565002,1,0
198,-31.879015644614775,-33.04283932279542,953.7949291983826,749.5850075068628,22.25856708270516,0.03270634040005805,0.08951248228549957,1,0
199,-34.08103586338016,-35.84032515499506,1250.621782837714,927.834499634629,22.479577739451972,0.04401711856617647,0.051334843039512634,1,0
200,-32.75185932744519,-34.119059113888305,973.136094207776,730.00341160566,25.173664857713867,0.03348394065261414,0.11375688016414642,1,0
201,-30.818607330322266,-19.23348617553711,1938.1304260532188,2643.1470396927207,24.177649437728835,0.039152068619388546,0.10149218142032623,1,0
202,-35.67557652034338,-37.55643422752425,1133.7960216259253,785.1005902799034,22.435012075587935,0.04081948106133901,0.050148800015449524,1,0
203,-32.171644353533736,-34.855090731148096,1284.2755616939392,895.3127263422532,23.421275253222348,0.04834348220938897,0.06501294672489166,1,0
204,-30.23309143993384,-33.776488613524386,1246.3024625014557,892.6348791788538,23.03493138393967,0.04242460133009153,0.09608623385429382,1,0
205,-21.476743698120117,-4.18649435043335,1990.3724326508577,3072.253093210919,21.55177992830227,0.03449563419117647,0.1213047057390213,1,0
206,-37.55324172973633,-23.881732940673828,2464.4237742168193,3795.3742360321057,22.70077369184818,0.04940276249274381,0.046365417540073395,1,0
