,Log_Mel_Spectrogram,MFCC,Spectral_Centroid,Bandwidth,Spectral_Contrast,Zero_Crossing_Rate,Energy,Gender,mult,id
0,-22.45855140686035,0.6206145882606506,1564.8558268923375,2532.992291562563,20.503101080659825,0.030412325549051857,0.15395872,0,0.6235469848301435,0
1,-26.11771011352539,-4.444457054138184,1615.0510381869785,2781.939983406712,19.95563200203028,0.027445537860576925,0.08167948,0,0.5476930536434625,0
2,-21.97983741760254,-1.0315821170806885,1415.4908034609869,2448.552643460572,19.873970390503658,0.026864476244235203,0.14647952,0,0.5339038054343194,0
3,-23.958892822265625,-0.39446407556533813,1234.5890637091063,2144.589137107619,20.636044149307878,0.023905123197115383,0.1632379,0,0.49330717769031696,0
4,-22.106632232666016,-1.639785885810852,1625.074497036495,2574.549382787588,19.562392879861537,0.03127364467236741,0.13878879,0,0.6117873238660398,0
5,-24.102519989013672,-2.0813987255096436,1406.174549802467,2361.6546041615993,19.764851773338272,0.02749274896714066,0.12632988,0,0.5433901081771341,0
6,-20.683252334594727,0.7920240163803101,1779.733487975963,2726.274532997208,19.70634944197202,0.0370025751870683,0.16431783,0,0.7291856768892111,0
7,-30.013893127441406,-11.695456504821777,955.7300652353612,1260.0012369166268,22.922050665726807,0.023653107161861454,0.09338183,0,0.5421777207660539,1
8,-29.576053619384766,-5.9913835525512695,974.3382398433264,1328.7155992128367,22.76104275610434,0.02060040453270124,0.094668254,0,0.4688866883618586,1
9,-29.509279251098633,-5.850064754486084,1154.9707508961444,1438.0945165211467,21.999714054491395,0.029939370469239814,0.079952285,0,0.6586575892947598,1
10,-31.13813591003418,-8.644195556640625,1011.8312179926529,1383.5988009884657,22.542489046571315,0.024368711300309598,0.08480147,0,0.5493314075662877,1
11,-29.486900329589844,-7.886601448059082,1135.7630021508812,1409.816076507253,23.18324174140017,0.028806515153347523,0.076670595,0,0.6678284045273628,1
12,-27.951501846313477,-9.189132690429688,1149.1560988799797,1359.1469236055484,23.42610595305846,0.02949642027863777,0.10489047,0,0.6909862666833105,1
13,-28.703521728515625,-9.158737182617188,1190.7959882127254,1489.315088222355,23.36550463094831,0.03138829147659659,0.09451673,0,0.7334032698539729,1
14,-36.85151943326648,-41.893062124327855,1405.7805969565527,943.9464335735544,24.040314048053563,0.049448869545762386,0.040572856,0,1.1887663532013595,2
15,-37.62527979648793,-41.826771359498174,1374.368767269745,913.6548773153102,25.339004805058657,0.0494227926059404,0.04141331,0,1.2523243793213412,2
16,-34.362725293759546,-37.80808057307996,1199.5685652766012,892.8858640442338,23.15969389807977,0.03943494672745743,0.04353403,1,0.9133012950949967,3
17,-28.197504002031067,-32.28134072296229,1193.6389383524647,871.7047426854859,24.34537673740303,0.04049409695757114,0.092811674,1,0.9858440460729953,3
18,-28.650131225585938,-13.376755714416504,2034.781190289586,2542.60834650417,23.03980026186301,0.04549330011609907,0.06237206,1,1.0481565479279118,3
19,-29.989284283673744,-33.94100592916473,1181.3578069148582,856.6619385828548,23.38842672089062,0.0400447313999613,0.07386381,1,0.9365832659057426,3
20,-27.969009399414062,-14.32170295715332,2090.3375178210254,2522.236842726925,24.14016470922011,0.048305641386900154,0.084820285,1,1.1661061394642893,3
21,-30.970611642396822,-33.46062756848055,1218.600911851745,908.9368431395433,23.6125133889253,0.04139525233407508,0.052942168,1,0.9774459499762892,3
22,-31.77541373362381,-34.95013334862616,1217.6653625469812,899.7246793094605,24.151688612794075,0.041572499939531736,0.068398476,1,1.004046073394971,3
23,-30.23309143993384,-33.776488613524386,1246.3024625014557,892.6348791788538,23.03493138393967,0.04242460133009153,0.096086234,1,0.9772477806296541,4
24,-30.496291568206527,-32.8382784976983,991.2894500204158,785.815165210507,22.57797506974296,0.032279448548194825,0.1079192,1,0.7288045845861933,4
25,-31.115482339540154,-33.51439432704996,1142.5879620994028,818.4516247745503,23.25916210081552,0.0389731203439435,0.09184967,1,0.906482123654373,4
26,-31.50968803244413,-33.06144456909639,1134.5659287433741,839.737990341176,22.574148802289645,0.03829946606520898,0.08372092,1,0.8645778460042702,4
27,-30.104262079824036,-32.90769682343426,1217.5897319794283,832.4532636750087,22.814416603808173,0.04304036710284443,0.081136614,1,0.9819408658651331,4
28,-32.22147748592778,-34.154568136290244,1280.3007669508925,911.4121255699528,22.716715796520376,0.04542564778447224,0.086809106,1,1.0319215305926912,4
29,-31.42941377759641,-34.151904386336135,1304.1547917619102,889.3903871507796,22.91548842202253,0.047020690729005415,0.075139366,1,1.0775020939960258,4
30,-34.46285894916482,-34.79768733366899,1183.2328321805792,872.5173162989764,22.20984208906784,0.03983818161787247,0.053245008,1,0.8847997228485528,5
31,-34.38551134280193,-34.801702365204335,1147.2008408297525,831.6616134067408,22.652382733028865,0.04082945535108548,0.052582927,1,0.9248844493939018,5
32,-35.918881220076756,-37.73943510174768,1000.181052181146,747.3381160081522,22.84451431346295,0.03581667684549149,0.061051667,1,0.8182145868575073,5
33,-32.171644353533736,-34.855090731148096,1284.2755616939392,895.3127263422532,23.421275253222348,0.04834348220938897,0.06501295,1,1.1322660035253567,5
34,-29.930084777438825,-34.7311612709576,1153.6924272207873,766.8114604363257,22.855993080015825,0.04155614271149469,0.08677216,1,0.9498069102460727,5
35,-33.12740610862899,-34.90930966127489,937.6264482650422,693.1067196473738,22.598063944358096,0.03279118493614551,0.070433386,1,0.7410172939982882,5
36,-33.84441725982471,-35.61170606118591,1155.2775764121225,830.5635604596285,23.112397158726306,0.041456098526993036,0.06032869,1,0.9581498138071517,5
